logFoldChange,adjustPValue,Cluster,Gene
0.867258243,1.57E-75,STIM_3_CD4 Memory T,IL32
0.866344234,3.64E-191,STIM_5_B,KIAA0226L
0.865647239,2.30E-153,STIM_4_CD4 Naive T,CCR7
0.865502272,2.61E-46,CTRL_5_NK-CD8 T,IFITM2
0.864017605,2.34E-102,CTRL_4_CD16 Mono,SLC31A2
0.863564014,2.16E-144,CTRL_0_CD14 Mono,CD300E
0.863450923,1.08E-109,CTRL_4_CD16 Mono,VASP
0.861539472,3.54E-87,CTRL_3_CD4 Memory T,SPOCK2
0.861417249,4.92E-17,CTRL_11_Mk,SNCA
0.861020402,8.75E-78,CTRL_6_B,HLA-DQA1
0.858792018,4.30E-63,STIM_4_CD4 Naive T,AES
0.856401227,2.41E-114,CTRL_2_CD14 Mono,HMOX1
0.856228581,1.33E-05,CTRL_11_Mk,HIST1H2AC
0.855949595,2.16E-72,CTRL_8_DC,PKM
0.855790745,9.21E-150,CTRL_4_CD16 Mono,IFIT3
0.854058016,1.01E-52,STIM_5_B,HLA-DQB1
0.853894296,2.53E-80,STIM_4_CD4 Naive T,RPS26
0.853539852,6.16E-108,CTRL_10_Mk,F13A1
0.853303573,1.80E-173,CTRL_2_CD14 Mono,TALDO1
0.852871733,1.35E-94,STIM_6_NK-CD8 T,SLA2
0.851657972,1.15E-87,STIM_4_CD4 Naive T,SRM
0.84777136,0,CTRL_1_CD4 Naive T,RPS6
0.846999755,5.48E-07,CTRL_11_Mk,CTSB
0.846839662,3.21E-132,CTRL_0_CD14 Mono,TGFBI
0.843782519,8.49E-45,CTRL_6_B,ISG20
0.841197371,3.86E-86,CTRL_6_B,HLA-DPA1
0.840892738,2.32E-106,STIM_5_B,HLA-DPB1
0.840787942,8.54E-08,CTRL_11_Mk,C15orf48
0.840291635,8.29E-11,CTRL_10_Mk,TAGLN2
0.839542046,3.84E-25,STIM_11_Mk,PGRMC1
0.838828698,1.95E-157,STIM_11_Mk,GP9
0.837311937,7.24E-225,CTRL_0_CD14 Mono,CTSB
0.836880944,4.34E-85,STIM_6_NK-CD8 T,KLRB1
0.836538465,4.61E-150,CTRL_0_CD14 Mono,GRN
0.834911182,6.64E-26,CTRL_6_B,PARP1
0.834300304,2.68E-97,STIM_6_NK-CD8 T,IL2RB
0.834192616,1.26E-73,STIM_4_CD4 Naive T,LEF1
0.832156896,2.58E-34,STIM_6_NK-CD8 T,C5orf56
0.83160467,1.58E-142,CTRL_0_CD14 Mono,CFP
0.830680254,0,CTRL_1_CD4 Naive T,RPS14
0.830553676,3.63E-196,STIM_2_CD4 Naive T,RPL10A
0.830366553,1.04E-100,CTRL_0_CD14 Mono,THBS1
0.828448292,1.13E-09,STIM_11_Mk,RGS10
0.828248116,0,CTRL_1_CD4 Naive T,RPS18
0.828055652,2.62E-83,CTRL_4_CD16 Mono,IFITM2
0.826906434,8.39E-22,STIM_6_NK-CD8 T,IGFBP7
0.826816563,0,CTRL_1_CD4 Naive T,RPL34
0.826137753,3.09E-268,STIM_2_CD4 Naive T,RPS6
0.824357855,2.74E-63,CTRL_3_CD4 Memory T,ALOX5AP
0.824140913,3.70E-39,STIM_5_B,SYNGR2
0.823499739,8.11E-38,CTRL_6_B,GSTP1
0.823302282,3.00E-51,STIM_6_NK-CD8 T,CD2
0.822914514,1.81E-205,CTRL_0_CD14 Mono,SAT1
0.822675727,4.00E-52,STIM_6_NK-CD8 T,EVL
0.822425591,7.48E-67,STIM_3_CD4 Memory T,DDIT4
0.820336624,1.14E-40,STIM_6_NK-CD8 T,HSPA5
0.820134801,2.18E-53,CTRL_8_DC,GPX1
0.819748911,1.55E-156,STIM_3_CD4 Memory T,CXCR4
0.818647197,8.14E-59,STIM_5_B,TCF4
0.818196948,1.32E-164,CTRL_0_CD14 Mono,LIMS1
0.817812153,3.90E-116,CTRL_8_DC,C12orf45
0.817451706,3.33E-69,CTRL_8_DC,CD86
0.816880128,7.13E-90,STIM_3_CD4 Memory T,FYN
0.816070197,1.63E-208,CTRL_0_CD14 Mono,ATP6V0B
0.8150345,4.36E-56,STIM_5_B,EAF2
0.814987357,3.89E-218,CTRL_0_CD14 Mono,PSAP
0.814586779,1.74E-112,CTRL_1_CD4 Naive T,LEPROTL1
0.813837123,2.56E-49,CTRL_8_DC,LSP1
0.813704206,2.29E-63,CTRL_6_B,RCSD1
0.813227567,0,CTRL_1_CD4 Naive T,RPL13
0.812471272,3.14E-144,CTRL_0_CD14 Mono,MAFB
0.812071196,5.57E-39,STIM_6_NK-CD8 T,IL32
0.81057906,3.37E-78,STIM_6_NK-CD8 T,C12orf75
0.810002639,8.52E-219,STIM_2_CD4 Naive T,RPL3
0.809245938,1.51E-244,STIM_2_CD4 Naive T,RPS15A
0.809218319,9.39E-85,CTRL_10_Mk,MYL9
0.807727731,6.11E-146,CTRL_6_B,FCRLA
0.806832184,2.54E-95,CTRL_6_B,GNG7
0.806764442,0.006788816,CTRL_11_Mk,SDS
0.806206209,0.004708621,CTRL_8_DC,CCR7
0.805853474,5.58E-286,CTRL_1_CD4 Naive T,RPS15A
0.805275484,1.05E-134,CTRL_1_CD4 Naive T,CD7
0.805130371,2.17E-132,STIM_3_CD4 Memory T,CREM
0.804027799,6.70E-124,CTRL_0_CD14 Mono,SLC43A2
0.80401401,0,CTRL_1_CD4 Naive T,RPL32
0.803448884,3.51E-08,CTRL_11_Mk,FCER1G
0.80064311,1.48E-127,STIM_3_CD4 Memory T,ARHGDIB
0.800520528,4.34E-61,STIM_6_NK-CD8 T,CD96
0.800326051,1.93E-70,CTRL_1_CD4 Naive T,RGS10
0.8002611,3.58E-234,STIM_2_CD4 Naive T,RPL31
0.799953403,2.30E-28,CTRL_6_B,HLA-DMB
0.799402235,4.61E-76,CTRL_1_CD4 Naive T,KLF2
0.798564536,1.47E-75,STIM_5_B,HLA-DQA1
0.797325591,1.34E-48,CTRL_6_B,IRF8
0.796768859,1.20E-66,STIM_4_CD4 Naive T,LAT
0.796445672,5.13E-250,STIM_2_CD4 Naive T,RPS3A
0.796349139,3.03E-283,STIM_2_CD4 Naive T,RPS14
0.795923153,9.27E-77,STIM_3_CD4 Memory T,CD7
0.794925261,2.48E-291,CTRL_1_CD4 Naive T,RPS12
0.794740879,0.005954783,CTRL_11_Mk,PLA2G7
0.792945212,2.48E-49,CTRL_3_CD4 Memory T,NR3C1
0.79212384,2.49E-168,STIM_2_CD4 Naive T,TMEM66
0.791877623,2.65E-90,STIM_4_CD4 Naive T,NPM3
0.791452749,1.32E-239,STIM_2_CD4 Naive T,RPL7
0.790706146,3.49E-06,CTRL_11_Mk,TIMP1
0.790668822,8.12E-72,STIM_11_Mk,PTCRA
0.790445142,9.79E-97,STIM_2_CD4 Naive T,GIMAP4
0.790373594,0,CTRL_1_CD4 Naive T,RPL21
0.790141459,3.49E-146,STIM_2_CD4 Naive T,RPL5
0.790055095,7.36E-64,STIM_5_B,CHPT1
0.790045074,1.62E-126,CTRL_8_DC,TCTN3
0.788339436,4.20E-257,CTRL_1_CD4 Naive T,RPL31
0.786674484,6.20E-119,STIM_11_Mk,MYL9
0.785808751,1.12E-255,STIM_2_CD4 Naive T,RPL34
0.784588325,3.27E-121,STIM_5_B,HLA-DPA1
0.783497674,9.72E-260,STIM_2_CD4 Naive T,RPL21
0.782967414,7.36E-78,STIM_2_CD4 Naive T,GIMAP1
0.782091472,2.65E-23,CTRL_6_B,RGS2
0.782072627,1.07E-76,CTRL_1_CD4 Naive T,TRAF3IP3
0.781314174,1.57E-74,CTRL_1_CD4 Naive T,C6orf48
0.779968984,4.16E-39,CTRL_8_DC,SYNGR2
0.779493049,1.56E-81,STIM_2_CD4 Naive T,CD3G
0.779427104,1.85E-88,STIM_2_CD4 Naive T,OCIAD2
0.778119818,3.55E-62,STIM_4_CD4 Naive T,PHB
0.77788402,1.14E-236,CTRL_1_CD4 Naive T,RPS5
0.777657495,5.54E-102,STIM_11_Mk,SMIM5
0.777546193,1.29E-160,STIM_2_CD4 Naive T,PABPC1
0.777440008,1.88E-83,STIM_3_CD4 Memory T,IL7R
0.777223746,4.92E-68,CTRL_8_DC,SPI1
0.775506524,5.10E-189,CTRL_1_CD4 Naive T,RPSA
0.774967212,6.35E-241,CTRL_1_CD4 Naive T,RPL3
0.771518272,9.38E-32,STIM_6_NK-CD8 T,DHRS7
0.770406348,6.72E-28,CTRL_6_B,ARHGAP24
0.769382718,1.20E-64,STIM_4_CD4 Naive T,APRT
0.769340986,3.06E-19,CTRL_6_B,ZFP36L1
0.769203771,1.36E-26,STIM_11_Mk,MLH3
0.76900382,1.15E-61,STIM_4_CD4 Naive T,CD3G
0.76887198,6.69E-271,STIM_2_CD4 Naive T,RPL13
0.768286836,4.30E-112,STIM_5_B,TCL1A
0.768222352,1.30E-77,CTRL_1_CD4 Naive T,S1PR4
0.765729015,9.25E-31,CTRL_6_B,CD40
0.765139262,7.56E-228,STIM_2_CD4 Naive T,RPL35A
0.764912513,1.60E-63,CTRL_11_Mk,TREML1
0.764721999,6.80E-75,CTRL_1_CD4 Naive T,CD8B
0.763663081,3.94E-66,CTRL_3_CD4 Memory T,GPR171
0.763635206,3.62E-05,CTRL_11_Mk,LIMS1
0.763156749,1.26E-51,STIM_4_CD4 Naive T,CORO1A
0.762765247,7.13E-59,STIM_4_CD4 Naive T,FKBP11
0.762695951,1.70E-87,STIM_4_CD4 Naive T,LTB
0.762412981,5.65E-07,CTRL_11_Mk,GPX1
0.762253873,6.56E-58,STIM_4_CD4 Naive T,LCK
0.760471325,1.11E-248,STIM_2_CD4 Naive T,RPS18
0.760142055,1.30E-29,CTRL_6_B,TAGLN2
0.760071226,2.66E-124,STIM_5_B,CD79B
0.757307506,8.16E-79,CTRL_1_CD4 Naive T,EVL
0.756882605,4.44E-169,CTRL_1_CD4 Naive T,RPL5
0.755526118,5.09E-49,STIM_2_CD4 Naive T,PASK
0.753559053,6.18E-27,CTRL_10_Mk,CCL5
0.752671019,2.81E-74,CTRL_1_CD4 Naive T,GIMAP1
0.751957958,2.69E-89,STIM_2_CD4 Naive T,LEF1
0.75147664,1.16E-129,STIM_5_B,HLA-DRA
0.750583045,5.42E-70,STIM_2_CD4 Naive T,ADTRP
0.749670069,1.23E-74,STIM_4_CD4 Naive T,PSAT1
0.749195013,4.52E-24,STIM_5_B,CDC37
0.748830502,8.84E-261,STIM_2_CD4 Naive T,RPL32
0.748677087,3.42E-59,STIM_2_CD4 Naive T,AES
0.748310995,2.52E-54,STIM_4_CD4 Naive T,ATP5G1
0.747474004,1.94E-08,CTRL_10_Mk,LTB
0.747001402,4.52E-49,CTRL_3_CD4 Memory T,SETD2
0.745920421,2.82E-07,CTRL_11_Mk,TYROBP
0.745834112,4.21E-42,CTRL_6_B,LY9
0.744207675,6.00E-200,CTRL_1_CD4 Naive T,RPL10A
0.744054422,2.48E-81,STIM_5_B,CCR7
0.743952949,1.85E-260,CTRL_1_CD4 Naive T,RPS27
0.743332327,1.04E-07,CTRL_11_Mk,KYNU
0.743197011,4.08E-64,STIM_2_CD4 Naive T,LBH
0.740505376,1.77E-227,STIM_2_CD4 Naive T,RPS4X
0.739654822,5.38E-97,STIM_11_Mk,AP001189.4
0.739198441,1.61E-74,CTRL_1_CD4 Naive T,NELL2
0.737555671,1.24E-34,CTRL_6_B,EZR
0.736710598,6.42E-25,CTRL_6_B,PTPRCAP
0.736665447,3.55E-85,CTRL_6_B,RPS5
0.736350048,3.36E-86,CTRL_10_Mk,CLEC1B
0.734214299,2.27E-39,CTRL_3_CD4 Memory T,IL32
0.732826476,1.38E-230,STIM_2_CD4 Naive T,RPS3
0.732711029,6.44E-53,STIM_4_CD4 Naive T,S1PR4
0.731738899,0.020924318,CTRL_10_Mk,CTSA
0.731605417,6.76E-06,STIM_11_Mk,TRAT1
0.730947948,2.35E-76,CTRL_1_CD4 Naive T,ANXA2R
0.730766137,0.018766833,STIM_11_Mk,PRDX6
0.730649268,1.46E-58,CTRL_6_B,HHEX
0.727414147,2.88E-87,STIM_5_B,INPP1
0.7257381,3.78E-54,STIM_4_CD4 Naive T,CD3E
0.725353137,7.42E-43,CTRL_6_B,HMGB1
0.725252366,1.41E-91,CTRL_6_B,PTMA
0.724391576,1.01E-229,STIM_2_CD4 Naive T,RPS27A
0.723868295,1.66E-66,CTRL_3_CD4 Memory T,IL7R
0.723070142,1.30E-35,STIM_5_B,EZR
0.722425843,1.06E-06,CTRL_11_Mk,S100A10
0.722097341,0.002493558,CTRL_10_Mk,RGS10
0.721025007,1.44E-07,CTRL_10_Mk,GRAP2
0.721024345,1.11E-20,CTRL_11_Mk,RGS18
0.720313897,1.51E-232,STIM_2_CD4 Naive T,RPS13
0.719826328,5.41E-49,STIM_4_CD4 Naive T,GIMAP1
0.718596542,6.56E-57,STIM_4_CD4 Naive T,GIMAP4
0.718202111,1.01E-62,CTRL_3_CD4 Memory T,LCK
0.717414225,2.16E-104,STIM_11_Mk,CMTM5
0.716858561,0.001683868,CTRL_11_Mk,CCL2
0.714294267,7.26E-91,CTRL_3_CD4 Memory T,LDHB
0.714096502,3.98E-09,CTRL_10_Mk,CD3D
0.714069264,1.11E-215,STIM_2_CD4 Naive T,RPS27
0.712114181,0.000208738,CTRL_10_Mk,MAX
0.710595102,8.28E-178,STIM_2_CD4 Naive T,RPS8
0.710176704,4.54E-69,CTRL_11_Mk,SPARC
0.708965805,2.10E-05,CTRL_11_Mk,TSC22D1
0.707506937,1.12E-07,CTRL_11_Mk,GSTO1
0.707490584,2.22E-201,STIM_2_CD4 Naive T,RPL9
0.706686963,2.64E-74,STIM_2_CD4 Naive T,GTF3A
0.704381553,1.21E-07,STIM_11_Mk,RSU1
0.704338611,9.65E-54,STIM_2_CD4 Naive T,ANXA2R
0.702512487,1.39E-15,CTRL_6_B,CDC37
0.702220538,2.39E-14,CTRL_11_Mk,PDLIM1
0.70189557,6.96E-162,STIM_2_CD4 Naive T,RPS25
0.701588767,7.31E-61,STIM_2_CD4 Naive T,TSHZ2
0.701479052,1.44E-142,STIM_2_CD4 Naive T,RPS28
0.70137572,7.60E-56,STIM_2_CD4 Naive T,PDCD4
0.700573394,1.41E-44,CTRL_3_CD4 Memory T,SESN3
0.700349228,3.30E-220,STIM_2_CD4 Naive T,RPS12
0.695465822,3.05E-34,CTRL_3_CD4 Memory T,RARRES3
0.695464922,1.89E-133,STIM_2_CD4 Naive T,RPSA
0.695011005,4.73E-221,STIM_2_CD4 Naive T,RPL13A
0.694315646,3.36E-102,STIM_4_CD4 Naive T,RPL10A
0.690706925,2.11E-38,STIM_3_CD4 Memory T,CLDND1
0.690149207,1.32E-28,STIM_5_B,PTPN1
0.690112832,9.22E-137,STIM_4_CD4 Naive T,RPL7
0.687736821,1.64E-88,STIM_4_CD4 Naive T,RPL5
0.687721031,3.66E-26,STIM_5_B,SNX2
0.683880565,6.51E-80,STIM_4_CD4 Naive T,EEF1B2
0.682081097,1.86E-52,STIM_4_CD4 Naive T,MRPL24
0.680691571,1.64E-05,CTRL_11_Mk,CD63
0.680379836,1.52E-67,CTRL_3_CD4 Memory T,PTPRC
0.680273976,2.38E-50,STIM_5_B,SMC6
0.678818146,9.29E-54,STIM_4_CD4 Naive T,PIK3IP1
0.678808502,1.55E-54,CTRL_3_CD4 Memory T,LEPROTL1
0.678417166,3.52E-52,STIM_5_B,RCSD1
0.675824919,6.33E-60,CTRL_11_Mk,MYL9
0.675785417,1.07E-56,STIM_4_CD4 Naive T,RSL1D1
0.674991579,3.94E-141,STIM_4_CD4 Naive T,RPS6
0.674185692,1.60E-56,STIM_3_CD4 Memory T,ITM2A
0.673321216,9.68E-94,STIM_3_CD4 Memory T,CD3D
0.671865533,7.68E-28,STIM_5_B,TGIF1
0.671600152,5.49E-39,STIM_5_B,PPM1K
0.671244388,8.98E-08,CTRL_11_Mk,FTH1
0.667541666,3.25E-39,STIM_4_CD4 Naive T,NDUFB8.1
0.664282683,9.10E-05,CTRL_11_Mk,S100A8
0.663412953,1.93E-135,CTRL_3_CD4 Memory T,RPS16
0.661805858,1.10E-52,CTRL_3_CD4 Memory T,TMEM173
0.661180859,3.33E-86,CTRL_10_Mk,CMTM5
0.659983935,1.22E-64,STIM_4_CD4 Naive T,MYC
0.659629575,2.37E-39,STIM_4_CD4 Naive T,RPIA
0.658450713,0.010437954,CTRL_11_Mk,STXBP2
0.658170769,1.63E-19,STIM_5_B,KIAA0040
0.657915493,0.000452696,CTRL_11_Mk,CA2
0.655423776,2.62E-149,CTRL_3_CD4 Memory T,RPL3
0.654672109,4.95E-76,CTRL_3_CD4 Memory T,CD3D
0.653832842,0.03101088,CTRL_10_Mk,PDCD4
0.65320169,7.64E-112,STIM_4_CD4 Naive T,RPS5
0.653103488,1.66E-29,STIM_3_CD4 Memory T,RGCC
0.652552471,0.007329294,CTRL_11_Mk,CLEC5A
0.651450507,1.77E-150,STIM_3_CD4 Memory T,RPL3
0.651379405,2.99E-05,CTRL_11_Mk,ANXA5
0.651085922,2.20E-140,STIM_5_B,RPL18A
0.65102901,7.25E-25,STIM_5_B,FAM107B
0.650865702,6.51E-66,STIM_5_B,RPS11
0.64989299,0.000180434,CTRL_11_Mk,TALDO1
0.64924602,0.000262353,CTRL_11_Mk,SLC7A11
0.648983343,2.03E-07,CTRL_11_Mk,CD9
0.648849017,1.32E-13,STIM_5_B,ZFP36L1
0.6485071,0.000128317,CTRL_11_Mk,ATP6V1F
0.64845756,1.22E-49,CTRL_3_CD4 Memory T,CD3E
0.647946808,0.009674911,CTRL_11_Mk,IER3
0.647388414,1.64E-37,STIM_3_CD4 Memory T,RARRES3
0.647230835,1.33E-05,STIM_11_Mk,CTSA
0.647035222,3.82E-22,STIM_11_Mk,02. Mar
0.646709923,2.16E-38,STIM_4_CD4 Naive T,RSL24D1
0.646130434,2.08E-122,STIM_4_CD4 Naive T,RPL35A
0.645747234,1.56E-105,STIM_5_B,PKIG
0.644349632,8.57E-48,STIM_3_CD4 Memory T,LEPROTL1
0.64412065,1.33E-05,CTRL_11_Mk,PSAP
0.644076334,3.04E-103,STIM_5_B,GNG7
0.643043577,1.14E-29,STIM_4_CD4 Naive T,CD55
0.642726578,9.88E-05,CTRL_11_Mk,PLAUR
0.64251905,1.20E-120,STIM_4_CD4 Naive T,RPS15A
0.642319178,1.10E-05,CTRL_11_Mk,CST3
0.64219709,5.04E-39,STIM_5_B,OFD1
0.640895051,6.18E-23,CTRL_10_Mk,PDLIM1
0.638460469,1.05E-05,CTRL_11_Mk,NPC2
0.638355069,7.98E-98,CTRL_3_CD4 Memory T,CXCR4
0.637851487,4.14E-141,STIM_4_CD4 Naive T,RPL32
0.637178755,2.24E-105,STIM_11_Mk,TMEM40
0.634109243,0.000162115,CTRL_10_Mk,CD3G
0.634077556,1.04E-132,STIM_3_CD4 Memory T,RPL14
0.633711852,1.98E-45,STIM_3_CD4 Memory T,PIK3R1
0.632901672,4.55E-35,STIM_3_CD4 Memory T,NR3C1
0.627557095,6.30E-32,CTRL_3_CD4 Memory T,ZFP36
0.62293314,2.54E-37,CTRL_3_CD4 Memory T,PBXIP1
0.619518282,9.70E-42,CTRL_3_CD4 Memory T,TNFRSF4
0.619355175,1.09E-52,STIM_3_CD4 Memory T,SESN3
0.619202385,0.009551079,STIM_11_Mk,GPR171
0.618028828,0.000282495,STIM_11_Mk,MCUR1
0.616045852,2.50E-52,STIM_3_CD4 Memory T,FXYD5
0.615260785,9.56E-14,STIM_11_Mk,GIMAP7
0.613737066,1.87E-165,STIM_3_CD4 Memory T,RPS4X
0.608432132,4.02E-11,CTRL_10_Mk,TPM1
0.607033841,8.56E-53,CTRL_3_CD4 Memory T,OCIAD2
0.606282538,1.02E-21,CTRL_3_CD4 Memory T,EML4
0.604927805,1.53E-25,CTRL_3_CD4 Memory T,ARID5B
0.600765991,3.72E-38,CTRL_3_CD4 Memory T,PIK3R1
0.600157929,6.63E-90,CTRL_3_CD4 Memory T,RPSA
0.597472065,1.59E-130,CTRL_3_CD4 Memory T,RPL14
0.591121014,7.79E-146,CTRL_3_CD4 Memory T,RPS18
0.590248121,6.64E-33,STIM_3_CD4 Memory T,GLIPR1
0.587861283,1.61E-07,STIM_11_Mk,CD3D
0.584782304,8.96E-05,CTRL_10_Mk,CD7
0.583000605,4.76E-38,CTRL_3_CD4 Memory T,ERP29
0.580546592,1.87E-148,STIM_3_CD4 Memory T,RPL34
0.580025878,1.01E-36,CTRL_3_CD4 Memory T,CLEC2D
0.578503824,5.38E-98,CTRL_3_CD4 Memory T,RPLP0
0.577111834,5.71E-08,STIM_11_Mk,CD2
0.576967767,2.66E-05,STIM_11_Mk,LEF1
0.576821209,4.35E-49,STIM_3_CD4 Memory T,CLEC2D
0.576036622,2.86E-149,CTRL_3_CD4 Memory T,RPS4X
0.57592874,1.66E-09,STIM_11_Mk,PABPC1
0.575123728,3.03E-27,CTRL_3_CD4 Memory T,TIGIT
0.575045803,2.79E-26,CTRL_3_CD4 Memory T,CD96
0.574095468,1.57E-23,CTRL_3_CD4 Memory T,PPP2R5C
0.573521491,2.53E-65,CTRL_3_CD4 Memory T,LTB
0.572350976,8.71E-44,STIM_3_CD4 Memory T,LCK
0.569430792,1.51E-156,STIM_3_CD4 Memory T,RPL10
0.569375668,2.59E-30,STIM_3_CD4 Memory T,NDUFS5
0.56804908,7.14E-47,STIM_3_CD4 Memory T,PTPRC
0.568036858,1.47E-87,CTRL_3_CD4 Memory T,TMEM66
0.567744926,6.70E-09,CTRL_10_Mk,PABPC1
0.567564968,0.002018997,CTRL_10_Mk,PASK
0.567046352,2.82E-46,CTRL_3_CD4 Memory T,FXYD5
0.565347946,3.17E-06,STIM_11_Mk,LTB
0.565021297,1.69E-06,CTRL_10_Mk,GIMAP7
0.564355693,1.94E-09,STIM_11_Mk,ARHGDIB
0.563636527,1.08E-143,STIM_3_CD4 Memory T,RPS3
0.563006518,2.56E-141,STIM_3_CD4 Memory T,RPS18
0.562349493,1.51E-34,CTRL_3_CD4 Memory T,CAMK4
0.559734084,9.13E-31,CTRL_3_CD4 Memory T,GPR183
0.559201886,1.03E-15,CTRL_10_Mk,RPL31
0.555471343,7.75E-13,STIM_11_Mk,TPM1
0.555084414,0.002560786,STIM_11_Mk,OST4
0.554200851,1.59E-132,STIM_3_CD4 Memory T,RPL23A
0.552283676,2.21E-52,CTRL_3_CD4 Memory T,EEF2
0.550152101,1.23E-123,STIM_3_CD4 Memory T,RPL31
0.548576746,6.79E-28,STIM_3_CD4 Memory T,ADK
0.544874192,3.32E-05,STIM_11_Mk,CD9
0.544555389,4.80E-42,CTRL_3_CD4 Memory T,CD7
0.544329492,7.40E-189,STIM_3_CD4 Memory T,TMSB4X
0.542725063,1.11E-136,STIM_3_CD4 Memory T,RPL13A
0.542359808,4.68E-15,CTRL_10_Mk,RPL3
0.542129699,2.21E-28,STIM_3_CD4 Memory T,SYNE2
0.541336713,1.50E-78,STIM_3_CD4 Memory T,RPSA
0.539132519,1.08E-05,STIM_11_Mk,GIMAP5
0.538529222,4.53E-32,STIM_3_CD4 Memory T,PDCD4
0.538475726,7.43E-57,CTRL_10_Mk,AP001189.4
0.537730618,1.31E-121,STIM_3_CD4 Memory T,RPS15A
0.535733967,2.60E-33,STIM_3_CD4 Memory T,PBXIP1
0.533555337,0.005769351,STIM_11_Mk,NDUFAF3
0.528874852,2.13E-07,CTRL_10_Mk,PLA2G12A
0.527691426,6.90E-06,CTRL_10_Mk,LCK
0.527113183,2.77E-11,CTRL_10_Mk,RPLP0
0.524978487,0.000223666,CTRL_10_Mk,LDHB
0.523593988,1.02E-05,CTRL_10_Mk,SELL
